latency_ms
0.053421
0.035383
0.030864
0.029542
0.029647
0.029407
0.029461
0.029286
0.029133
0.029391
0.02975
0.029329
0.029577
0.037637
0.032105
0.0312
0.030615
0.029741
0.029332
0.029653
0.029118
0.029053
0.029037
0.029716
0.028804
0.028952
0.028889
0.028903
0.028766
0.029056
0.029128
0.029223
0.029092
0.029533
0.0288
0.028808
0.030337
0.03012
0.028978
0.029123
0.028968
0.029065
0.029368
0.029184
0.02917
0.028843
0.028942
0.035592
0.032177
0.031065
0.030908
0.032883
0.032624
0.031254
0.030754
0.030822
0.030646
0.031381
0.031164
0.030772
0.030939
0.03107
0.030616
0.0303
0.030389
0.0308
0.030861
0.030854
0.030592
0.030616
0.031717
0.03298
0.030879
0.030817
0.03111
0.030882
0.030489
0.030847
0.030765
0.034441
0.033578
0.033149
0.032673
0.037629
0.03244
0.03247
0.032248
0.031983
0.032286
0.031967
0.032541
0.0323
0.032964
0.032269
0.03208
0.032488
0.032065
0.032137
0.032458
0.032614
0.03271
0.032282
0.034914
0.031543
0.030692
0.030423
0.031069
0.031041
0.030156
0.030424
0.042065
0.031979
0.030618
0.032393
0.032268
0.031144
0.030642
0.030577
0.030485
0.030454
0.030405
0.030427
0.030303
0.030438
0.030707
0.030634
0.030594
0.030483
0.031003
0.031021
0.030414
0.030582
0.030467
0.030566
0.030726
0.030628
0.03243
0.030784
0.030067
0.030393
0.030513
0.030308
0.034815
0.031178
0.030737
0.030474
0.034439
0.030641
0.030731
0.030858
0.030473
0.030334
0.030726
0.030328
0.030156
0.03048
0.031178
0.030527
0.030334
0.030491
0.030426
0.030483
0.030359
0.030426
0.030364
0.030299
0.030367
0.030363
0.030366
0.030517
0.031712
0.03031
0.030347
0.030353
0.101224
0.049216
0.098198
0.042936
0.031625
0.029934
0.029962
0.030485
0.029301
0.029447
0.029193
0.029638
0.029057
0.028974
0.028925
0.028942
0.028981
0.029098
0.028891
0.03007
0.029367
0.029559
0.029011
0.029015
0.028577
0.028895
