latency_ms
0.953055
1.10727
0.847975
0.707714
0.784654
0.731952
0.731929
0.903413
0.655842
0.580582
0.370253
0.421908
0.417863
0.35131
0.401744
0.55191
0.476638
0.370507
0.413328
0.270936
0.385958
0.499749
0.25319
0.382319
0.342944
0.345322
0.517837
0.307461
0.335685
0.381723
0.225099
0.391366
0.383088
0.417218
0.432044
0.464839
0.379429
0.429896
0.305006
0.391587
0.327662
0.257345
0.467751
0.520545
0.31541
0.3752
0.414734
0.2999
0.386679
0.202215
0.209725
0.331901
0.395836
0.492992
0.415713
0.273161
0.387042
0.386285
0.202116
0.193628
0.411747
0.277889
0.378169
0.281941
0.322204
0.319218
0.286902
0.347758
0.289701
0.483894
0.268659
0.36297
0.3354
0.224635
0.266565
0.194172
0.339605
0.22129
0.130365
0.294506
0.263877
0.238908
0.151608
0.179612
0.178873
0.244963
0.165408
0.257526
0.18044
0.16093
0.243774
0.303064
0.219849
0.265141
0.165163
0.178115
0.177847
0.132006
0.210632
0.177577
0.140352
0.234632
0.224213
0.188402
0.189657
0.129262
0.177834
0.196343
0.22585
0.252485
0.202055
0.134973
0.226707
0.180505
0.220032
0.144693
0.190076
0.202423
0.111492
0.244364
0.286818
0.178417
0.306696
0.309515
0.299252
0.236046
0.367786
0.260397
0.203651
0.217888
0.221928
0.205494
0.348826
0.212799
0.369926
0.326629
0.264933
0.471389
0.357458
0.239328
0.419411
0.248602
0.187491
0.349029
0.309054
0.365691
0.238836
0.275231
0.330312
0.246803
0.17592
0.364182
0.211153
0.191021
0.323326
0.287602
0.277562
0.287412
0.198169
0.291312
0.193431
0.247137
0.20177
0.2485
0.188508
0.345502
0.282301
0.250533
0.206757
0.179732
0.173059
0.223663
0.316998
0.330229
0.239669
0.307408
0.235721
0.247725
0.195346
0.209589
0.287512
0.199541
0.206749
0.256319
0.264318
0.176515
0.212092
0.16055
0.190149
0.166178
0.163205
0.351498
0.162594
0.232302
0.288848
0.2159
0.221323
0.214574
0.313827
0.197805
