latency_ms
17.7099
72.9746
54.8717
60.3299
98.2249
55.636
54.4025
59.2905
96.7016
51.6331
51.805
50.3293
54.5812
51.8453
98.4533
75.1741
53.252
72.1155
49.3544
56.3337
57.4724
64.6381
72.8006
53.9112
56.4197
49.4207
52.9032
69.62
102.603
62.1128
71.0883
50.4101
72.6198
84.5288
83.5105
60.6407
66.1818
72.1593
55.7183
54.0662
52.2471
82.8572
90.999
88.3729
54.1434
50.4635
104.106
54.3854
62.8447
75.0057
54.2515
58.2438
255.261
90.7516
68.5784
82.268
120.775
75.9515
51.7603
60.9408
282.856
49.1156
48.773
49.1293
65.3645
80.6938
53.703
49.8681
50.8763
82.7443
50.7683
60.0034
48.9501
53.9348
49.4834
54.5185
51.4624
49.6401
52.6687
55.2578
113.078
47.4718
48.7189
50.699
51.1281
194.626
58.3052
47.9984
94.7829
104.094
52.3743
50.0084
97.7804
49.9032
58.9779
50.7205
53.3279
49.0903
81.6763
103.899
17.7184
51.5174
50.2139
78.9075
59.1611
50.1664
54.6922
51.0694
89.9964
50.9607
48.3322
79.593
51.4887
65.9714
83.8406
50.677
58.1569
51.8336
79.2176
86.5583
50.172
52.0818
88.925
49.1421
55.0378
56.8189
55.0663
96.6929
50.3077
52.0108
52.5376
60.4889
99.2748
51.9533
62.587
102.152
75.9082
49.5166
68.6905
71.9012
425.945
215.441
56.0975
56.505
61.9894
52.813
87.202
49.6067
57.3474
51.6805
53.8107
107.478
78.3334
57.4902
59.2775
55.3808
88.3297
77.1694
87.3076
90.2174
54.8243
68.0011
90.8417
58.7433
89.1375
63.8837
56.5145
53.6695
64.8568
68.6685
53.8987
50.1009
54.4575
49.7425
50.3115
48.1428
50.7302
50.4541
49.3637
50.175
50.2079
54.8491
48.808
49.3101
147.55
50.4475
53.6538
49.9977
54.4517
47.6616
48.9192
50.3143
87.6214
55.3139
52.4024
57.2998
53.0473
53.1762
50.5763
53.3473
